Name,Score,Genres,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,Dropped
Ore no Yubi de Midarero.: Heitengo Futarikiri no Salon de...,5.88,"Ecchi, Romance",TV,8,"Apr 6, 2020 to May 25, 2020",Spring 2020,"Studio Mausu, Picante Circus, Suiseisha",Unknown,Magic Bus,Manga,3 min. per ep.,R+ - Mild Nudity,8589.0,3810,18091,119,1585,7164,770
Noblesse,6.83,"Action, Supernatural, Vampire, School",TV,13,"Oct 8, 2020 to Dec 31, 2020",Fall 2020,"Glovision, Crunchyroll SC Anime Fund, Naver Webtoons",Unknown,Production I.G,Web manga,23 min. per ep.,R - 17+ (violence & profanity),4320.0,933,158196,1011,30371,55554,13475
Ooya-san to Boku,6.51,Slice of Life,TV,10,"Mar 2, 2020 to Jun 12, 2020",Spring 2020,NHK,Unknown,Fanworks,Manga,5 min. per ep.,G - All Ages,11383.0,14527,223,0,12,34,63
The God of High School,7.07,"Action, Sci-Fi, Adventure, Comedy, Supernatural, Martial Arts, Fantasy",TV,13,"Jul 6, 2020 to Sep 28, 2020",Summer 2020,"Sola Entertainment, Naver Webtoons",Crunchyroll,MAPPA,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,3368.0,253,480227,3027,84279,270918,29589
One Room Third Season,6.46,Slice of Life,TV,12,"Oct 6, 2020 to Dec 22, 2020",Fall 2020,Unknown,Unknown,Zero-G,Original,4 min. per ep.,PG-13 - Teens 13 or older,6080.0,3765,18583,46,2081,7258,381
Senyoku no Sigrdrifa,6.48,"Action, Military",TV,12,"Oct 3, 2020 to Dec 26, 2020",Fall 2020,"Aniplex, Good Smile Company, Contents Seed, Sonilude",Aniplex of America,A-1 Pictures,Original,24 min. per ep.,Unknown,6016.0,2887,31733,63,5624,8319,3754
Kimi wa Kanata,6.51,"Drama, Fantasy",Movie,1,"Nov 27, 2020",Unknown,CUCURI,Unknown,Digital Network Animation,Original,Unknown,Unknown,15012.0,3519,21545,31,412,92,41
100-man no Inochi no Ue ni Ore wa Tatteiru,6.45,"Action, Game, Drama, Fantasy, Shounen",TV,12,"Oct 2, 2020 to Dec 18, 2020",Fall 2020,"Lantis, Warner Bros. Japan",Unknown,Maho Film,Manga,23 min. per ep.,PG-13 - Teens 13 or older,6156.0,1118,132579,324,24199,65929,10866
Garugaku.: Sei Girls Square Gakuin,5.42,"Music, School",TV,Unknown,"Apr 6, 2020 to ?",Spring 2020,Unknown,Unknown,"OLM, Wit Studio",Game,3 min.,PG-13 - Teens 13 or older,9892.0,9775,1388,1,359,0,208
Obake Zukan,6.51,"Comedy, Demons, Kids, Supernatural, Fantasy",TV,Unknown,"Jul 1, 2020 to ?",Summer 2020,Unknown,Unknown,Fanworks,Picture book,2 min.,Unknown,11277.0,12773,387,0,117,0,92
Tonikaku Kawaii,7.96,"Comedy, Romance, Shounen",TV,12,"Oct 3, 2020 to Dec 19, 2020",Fall 2020,"Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, Shogakukan, Crunchyroll SC Anime Fund",Unknown,Seven Arcs,Manga,23 min. per ep.,PG-13 - Teens 13 or older,589.0,437,317474,6925,61292,164090,7851
Urasekai Picnic,6.53,"Sci-Fi, Adventure, Mystery, Fantasy, Shoujo Ai",TV,12,"Jan 4, 2021 to ?",Winter 2021,"Sony Pictures Entertainment, Square Enix, Frontier Works, AT-X, Hakuhodo DY Music & Pictures, Amusement Media Academy, BS11, Good Smile Film, Hayakawa Shobou",Funimation,"LIDENFILMS, Felix Film",Novel,23 min. per ep.,PG-13 - Teens 13 or older,5723.0,1982,61416,340,29742,2,4034
TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,6.02,"Adventure, Comedy",TV,24,"Apr 16, 2020 to Sep 24, 2020",Spring 2020,TV Tokyo,Unknown,Studio Crocodile,Original,3 min. per ep.,PG-13 - Teens 13 or older,8181.0,10731,889,3,116,169,103
Bakugan: Armored Alliance,5.29,"Action, Fantasy, Game",TV,52,"Apr 3, 2020 to ?",Spring 2020,Unknown,Unknown,TMS Entertainment,Original,Unknown,PG - Children,10151.0,9240,1728,6,548,0,263
Watanuki-san Chi to,6.51,Slice of Life,TV,12,"Apr 6, 2020 to Jun 22, 2020",Spring 2020,Unknown,Unknown,Unknown,Other,23 min. per ep.,PG-13 - Teens 13 or older,12815.0,10650,913,4,86,61,77
Akudama Drive,7.75,"Action, Sci-Fi",TV,12,"Oct 8, 2020 to Dec 24, 2020",Fall 2020,"Marvelous, Yomiuri Advertising, Delfi Sound, NBCUniversal Entertainment Japan, Amuse, Sammy, Contents Seed, BS NTV, Aeon Entertainment",Funimation,Studio Pierrot,Original,23 min. per ep.,R - 17+ (violence & profanity),921.0,719,202536,1775,36136,88466,5164
"Anoyo no Subete wa, Obake-gumi!",6.51,"Comedy, Supernatural",TV,13,"Apr 7, 2020 to ?",Spring 2020,Stella Promotion,Unknown,Unknown,Original,24 min. per ep.,PG-13 - Teens 13 or older,13313.0,11971,539,1,78,1,89
Kyojinzoku no Hanayome,5.19,"Fantasy, Shounen Ai",TV,9,"Jul 6, 2020 to Aug 31, 2020",Summer 2020,Unknown,Unknown,Studio Hokiboshi,Manga,6 min. per ep.,R+ - Mild Nudity,10345.0,3956,16850,146,2447,6752,1349
Burn the Witch,7.18,"Action, Magic, Fantasy, Shounen",Movie,3,"Oct 2, 2020",Unknown,"Shueisha, Twin Engine, Bandai Namco Arts, FILMONY",Unknown,Studio Colorido,Manga,21 min. per ep.,PG-13 - Teens 13 or older,2835.0,1166,126614,333,8037,73180,1280
Micchiri Wanko! Animation,6.51,"Comedy, Kids",TV,24,"Apr 1, 2020 to Sep 9, 2020",Spring 2020,Unknown,Unknown,Charaction,Other,Unknown,G - All Ages,15532.0,11878,553,1,24,26,26
Nanatsu no Taizai: Fundo no Shinpan,7.16,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",TV,24,"Jan 13, 2021 to ?",Winter 2021,TV Tokyo,Unknown,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2948.0,958,155269,1398,71816,64,1918
Monster Strike the Movie: Lucifer - Zetsubou no Yoake,6.51,"Action, Game, Fantasy",Movie,1,"Nov 6, 2020",Unknown,XFLAG,Unknown,"Anima, Dynamo Pictures",Game,Unknown,PG - Children,15650.0,8167,2606,5,66,47,19
Show by Rock!! Stars!!,6.73,"Music, Comedy",TV,12,"Jan 7, 2021 to ?",Winter 2021,"Dentsu, Square Enix, Pony Canyon, Sanrio, KlockWorx, BS Fuji, 81 Produce, Tokyo MX, Hokkaido Cultural Broadcasting, Sammy, FuRyu, Sony Music Solutions",Funimation,Kinema Citrus,Game,23 min. per ep.,PG-13 - Teens 13 or older,4737.0,6097,5849,21,1996,3,168
WIXOSS Diva(A)Live,5.33,"Game, Psychological",TV,Unknown,"Jan 9, 2021 to ?",Winter 2021,Unknown,Unknown,J.C.Staff,Card game,23 min.,Unknown,10086.0,6030,6023,18,2424,2,656
Duel Masters King,6.51,"Action, Adventure, Comedy, Shounen",TV,Unknown,"Apr 5, 2020 to ?",Spring 2020,Unknown,Unknown,"Brain's Base, Shogakukan Music & Digital Entertainment",Original,24 min.,G - All Ages,13892.0,12367,461,1,81,1,108
Asatir: Mirai no Mukashi Banashi,5.9,Adventure,TV,13,"Apr 4, 2020 to Jun 27, 2020",Spring 2020,Unknown,Sentai Filmworks,Toei Animation,Original,25 min. per ep.,PG - Children,8512.0,7997,2772,18,353,549,596
Majutsushi Orphen Hagure Tabi: Kimluck-hen,6.22,"Action, Adventure, Drama, Magic, Martial Arts, Fantasy",TV,11,"Jan 20, 2021 to Mar 31, 2021",Winter 2021,"Genco, Lantis",Funimation,Studio Deen,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7264.0,4493,12505,70,4274,3,276
Guraburu!,5.66,"Adventure, Fantasy",TV,12,"Oct 8, 2020 to Dec 24, 2020",Fall 2020,dugout,Unknown,"W-Toon Studio, DMM.futureworks",4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,9248.0,5050,9296,22,1060,2792,671
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,7.29,Fantasy,Movie,1,"Nov 8, 2019",Unknown,Unknown,Unknown,White Fox,Light novel,3 min.,G - All Ages,2402.0,3917,17134,33,883,7699,180
Munou na Nana,7.33,"Psychological, Shounen, Super Power, Supernatural, Thriller",TV,13,"Oct 4, 2020 to Dec 27, 2020",Fall 2020,"Square Enix, AT-X, Nippon Columbia, BS Fuji, Hakuhodo DY Music & Pictures, Docomo Anime Store, Yomiuri TV Enterprise, Kanon Sound, NichiNare, Kadokawa, Muse Communication, Show Corporation",Funimation,Bridge,Manga,23 min. per ep.,R - 17+ (violence & profanity),2231.0,912,161644,952,30245,77401,6887
Zo Zo Zo Zombie-kun (TV),6.51,"Comedy, Kids",TV,100,"Apr 15, 2020 to Nov 28, 2020",Spring 2020,Shogakukan-Shueisha Productions,Unknown,J.C.Staff,Manga,13 min. per ep.,PG - Children,13156.0,14639,215,1,45,18,49
Hataraku Saibou Black (TV),7.57,"Action, Seinen",TV,13,"Jan 10, 2021 to ?",Winter 2021,"Aniplex, Kodansha, Studio Mausu, Tokyo MX, NetEase",Aniplex of America,LIDENFILMS,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1369.0,1200,123446,273,56958,16,1843
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3,6.51,"Action, Military, Sci-Fi, Drama, Mecha",Movie,3,"Nov 13, 2020",Unknown,King Records,Unknown,"Production I.G, I.Gzwei",Original,Unknown,PG-13 - Teens 13 or older,12215.0,8984,1897,3,52,53,24
Jintai no Survival!,6.51,"Action, Comedy, Shounen",Movie,1,"Jul 31, 2020",Unknown,Unknown,Unknown,"Toei Animation, Gallop",Manga,Unknown,PG - Children,14691.0,13281,320,0,13,17,21
Tenchi Souzou Design-bu,6.76,"Slice of Life, Comedy, Fantasy, Seinen",TV,12,"Jan 7, 2021 to ?",Winter 2021,"Dentsu, Kodansha, AT-X, Studio Mausu, BS Fuji, Tokyo MX, Avex Pictures, TV Aichi, GREE",Unknown,Asahi Production,Manga,23 min. per ep.,Unknown,4642.0,2716,35781,89,20925,7,2505
Iwa Kakeru!: Sport Climbing Girls,6.49,"Comedy, Sports, School",TV,12,"Oct 4, 2020 to Dec 20, 2020",Fall 2020,"Lantis, AT-X, Magic Capsule, KlockWorx, Nagoya Broadcasting Network, ABC Animation, Cygames, Bandai Namco Arts, Happinet, NetEase, Heart Company",Unknown,Blade,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,5960.0,2012,59773,116,10082,20976,6461
Get Up! Get Live! #Geragera,6.51,"Slice of Life, Comedy",TV,10,"Jul 11, 2020 to Sep 12, 2020",Summer 2020,Unknown,Unknown,Spell Bound,Other,1 min. per ep.,Unknown,14113.0,10995,790,4,48,87,91
King's Raid: Ishi wo Tsugumono-tachi,5.58,"Action, Adventure, Magic, Fantasy",TV,26,"Oct 3, 2020 to ?",Fall 2020,Unknown,Funimation,"OLM, Sunrise Beyond",Game,24 min. per ep.,Unknown,9477.0,2515,41180,136,17321,4,6246
Ore dake Haireru Kakushi Dungeon,6.47,"Action, Adventure, Harem, Ecchi, Fantasy",TV,12,"Jan 9, 2021 to ?",Winter 2021,DMM Music,Unknown,Okuruto Noboru,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,6027.0,1200,122606,1362,76478,21,4106
Hanyou no Yashahime: Sengoku Otogizoushi,6.86,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Fantasy",TV,24,"Oct 3, 2020 to ?",Fall 2020,"Shogakukan, Yomiuri TV Enterprise",VIZ Media,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,4189.0,1709,77864,488,33465,2,4588
Kamisama ni Natta Hi,6.86,"Drama, Fantasy",TV,12,"Oct 11, 2020 to Dec 27, 2020",Fall 2020,"Aniplex, Movic, Visual Art's, Tokyo MX, Nagoya Broadcasting Network, ABC Animation",Aniplex of America,P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,4209.0,920,161314,1816,29091,63954,7627
"Gon Movie: Gon, the Little Fox",6.51,Drama,Movie,1,"Feb 28, 2020",Unknown,Unknown,Unknown,Tecarat,Book,28 min.,PG - Children,14172.0,12886,366,0,16,90,18
Taeko no Nichijou 2nd Season,6.51,Slice of Life,TV,132,"Jul 1, 2020 to Dec 31, 2020",Summer 2020,Unknown,Unknown,DLE,Manga,1 min. per ep.,G - All Ages,12331.0,14805,205,0,37,10,60
Shingeki no Kyojin: Chronicle,7.68,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",Movie,1,"Jul 17, 2020",Unknown,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Unknown,Wit Studio,Manga,2 hr.,R - 17+ (violence & profanity),1089.0,2249,50634,211,1352,15917,605
Jiang Ziya,7.11,"Action, Adventure, Fantasy",Movie,1,"Oct 1, 2020",Unknown,Unknown,Unknown,Unknown,Novel,1 hr. 50 min.,PG - Children,3156.0,7377,3570,8,159,318,40
Bem Movie: Become Human,6.83,"Action, Horror, Demons, Supernatural",Movie,1,"Oct 2, 2020",Unknown,Unknown,Unknown,Production I.G,Original,1 hr. 30 min.,Unknown,4297.0,6104,5746,11,263,1512,65
Pokemon Diamond & Pearl Atsumare! Pokemon Planet Center,6.35,"Action, Adventure, Comedy, Kids, Fantasy",Movie,1,"Jul 2, 2006",Unknown,Unknown,Unknown,Unknown,Game,26 min.,PG - Children,6618.0,12005,532,0,11,324,22
Aya to Majo,5.95,Magic,Movie,1,"Dec 30, 2020",Unknown,"NHK, NHK Enterprises",GKIDS,Studio Ghibli,Novel,1 hr. 22 min.,PG - Children,8367.0,7543,3328,5,77,976,38
Hulaing Babies Aratame: Staying Babies,6.51,"Slice of Life, Comedy",TV,4,"Jun 10, 2020 to Jul 15, 2020",Summer 2020,JTB Next Creation,Unknown,Gaina,Original,5 min. per ep.,PG-13 - Teens 13 or older,14528.0,11971,534,0,37,122,72
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.64,"Psychological, Drama, Thriller, Fantasy",TV,12,"Jan 6, 2021 to ?",Winter 2021,Kadokawa,Unknown,White Fox,Light novel,28 min. per ep.,R - 17+ (violence & profanity),56.0,399,342829,5059,214713,51,1568
Xixing Ji Zhi Zaijian Wukong,6.51,"Action, Adventure, Historical, Martial Arts, Fantasy",Movie,1,"May 4, 2020",Unknown,Unknown,Unknown,BYMENT,Manga,1 hr. 5 min.,PG-13 - Teens 13 or older,12909.0,14021,259,2,21,57,26
Bungou Stray Dogs Wan!,7.74,"Slice of Life, Comedy, Supernatural",TV,12,"Jan 13, 2021 to ?",Winter 2021,Unknown,Unknown,"Bones, Nomad",Manga,11 min. per ep.,PG-13 - Teens 13 or older,930.0,2581,39324,472,18177,10,520
Ninja Collection,3.84,Supernatural,TV,13,"Jul 13, 2020 to Oct 26, 2020",Summer 2020,"TV Tokyo, TV Tokyo Music",Unknown,"ILCA, DRAWIZ, Toho Interactive Animation",Original,4 min. per ep.,Unknown,10989.0,4513,12232,22,1275,2343,2424
Fushigi Dagashiya: Zenitendou,6.51,"Mystery, Kids",TV,Unknown,"Sep 8, 2020 to ?",Fall 2020,Unknown,Unknown,Toei Animation,Novel,10 min.,Unknown,14020.0,11248,725,1,188,0,77
Fushigi Dagashiya: Zenitendou Movie - Tsuri Taiyaki,6.51,"Kids, Mystery",Movie,1,"Aug 14, 2020",Unknown,Unknown,Unknown,Toei Animation,Novel,Unknown,Unknown,14007.0,12563,425,1,13,28,13
"Hataraku Saibou!!: Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi!",7.18,"Action, Comedy, Shounen",Movie,1,"Sep 5, 2020",Unknown,"Aniplex, Kodansha",Unknown,David Production,Manga,Unknown,PG-13 - Teens 13 or older,2854.0,3817,18075,9,593,878,73
Osomatsu-san 3rd Season,7.42,"Comedy, Parody",TV,25,"Oct 13, 2020 to ?",Fall 2020,"Rakuonsha, Avex Pictures",Unknown,Studio Pierrot,Manga,23 min. per ep.,R - 17+ (violence & profanity),1833.0,4412,13134,55,6456,3,378
Grisaia: Phantom Trigger The Animation - Stargazer,6.9,"Action, School",Movie,1,"Nov 27, 2020",Unknown,Unknown,Unknown,Bibury Animation Studios,Visual novel,1 hr. 5 min.,R+ - Mild Nudity,4018.0,4250,14211,8,482,864,66
Eternity: Shinya no Nurekoi Channel ♡,5.58,"Ecchi, Romance",TV,12,"Oct 5, 2020 to Dec 21, 2020",Fall 2020,Kanade Creative,Unknown,Seven,Manga,11 min. per ep.,R+ - Mild Nudity,9448.0,7027,4067,14,614,607,231
Date A Bullet: Nightmare or Queen,7.47,Sci-Fi,Movie,1,"Nov 13, 2020",Unknown,Nippon Columbia,Unknown,GEEK TOYS,Light novel,29 min.,PG-13 - Teens 13 or older,1673.0,2911,31206,592,828,9348,60
Detective Conan: The Burning Galactic Railway,6.51,"Adventure, Mystery, Kids",Movie,1,"Feb 1, 2020",Unknown,Unknown,Unknown,D & D Pictures,Manga,30 min.,PG-13 - Teens 13 or older,13800.0,12554,425,0,15,107,17
Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,6.51,"Parody, Magic",TV,Unknown,"Oct 7, 2020 to ?",Fall 2020,Lantis,Unknown,Pie in the sky,Original,Unknown,G - All Ages,11880.0,11707,600,0,81,1,76
Miao Xiansheng,6.51,"Adventure, Drama, Fantasy",Movie,1,"Jul 31, 2020",Unknown,Unknown,Unknown,Unknown,Other,1 hr. 29 min.,Unknown,15522.0,11674,598,0,32,27,22
World Witches Hasshin Shimasu!,5.97,"Military, Comedy",TV,12,"Jan 13, 2021 to ?",Winter 2021,"Nippon Columbia, Glovision",Unknown,"Acca effe, Giga Production",Original,15 min. per ep.,Unknown,8333.0,6091,5867,10,1810,1,249
Anime Kapibara-san,6.48,"Comedy, Kids",TV,Unknown,"Oct 9, 2020 to ?",Fall 2020,Jinnan Studio,Unknown,"Shin-Ei Animation, Lesprit",Other,1 min.,G - All Ages,5973.0,8802,2041,18,1288,1,252
Ookami-san wa Taberaretai,5.61,"Romance, Ecchi",TV,3,"Sep 7, 2020 to Sep 21, 2020",Summer 2020,"Studio Mausu, Suiseisha",Unknown,Peak Hunt,Manga,5 min. per ep.,R+ - Mild Nudity,9395.0,4891,10140,51,806,4052,232
Dogeza de Tanondemita,5.72,"Comedy, Ecchi, Fantasy",TV,12,"Oct 14, 2020 to Dec 30, 2020",Fall 2020,"DAX Production, DMM Music",Unknown,DMM pictures,Web manga,3 min. per ep.,PG-13 - Teens 13 or older,9092.0,2827,32957,83,5174,12126,2345
Kesshouban: Eigakan e Iku,6.51,Comedy,Movie,1,"Sep 5, 2020",Unknown,Unknown,Unknown,Unknown,Manga,Unknown,Unknown,14966.0,6812,4387,1,147,134,37
Mulan: Heng Kong Chu Shi,6.51,Action,Movie,1,"Oct 1, 2020",Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,15707.0,9161,1752,2,80,36,39
Aikatsu Planet!,6.35,"Kids, Music",TV,Unknown,"Jan 10, 2021 to ?",Winter 2021,Unknown,Unknown,Bandai Namco Pictures,Game,10 min.,PG - Children,6634.0,10422,1032,13,558,0,52
Himitsukessha Taka no Tsume: Golden Spell,6.18,"Comedy, Parody, Super Power",TV,12,"Oct 5, 2020 to Dec 21, 2020",Fall 2020,Unknown,Unknown,DLE,Original,15 min. per ep.,Unknown,7452.0,11279,708,0,87,245,195
Taisou Zamurai,7.27,Sports,TV,11,"Oct 11, 2020 to Dec 20, 2020",Fall 2020,Unknown,Funimation,MAPPA,Original,23 min. per ep.,PG-13 - Teens 13 or older,2470.0,2743,34725,103,5120,11703,2732
Otona nya Koi no Shikata ga Wakaranee!,5.63,"Romance, Ecchi",TV,8,"Oct 5, 2020 to Nov 23, 2020",Fall 2020,"Studio Mausu, Suiseisha",Unknown,Ether Kitten,Manga,3 min. per ep.,R+ - Mild Nudity,9311.0,5079,9163,28,1149,2076,375
Kaeru no Pickles: Kimochi no Iro,6.51,"Slice of Life, Kids",TV,12,"Oct 4, 2020 to Dec 27, 2020",Fall 2020,Unknown,Unknown,Unknown,Original,3 min. per ep.,G - All Ages,14756.0,11398,673,0,125,41,85
Kono Sekai no Tanoshimikata: Secret Story Film,6.51,Music,Movie,1,"Dec 25, 2020",Unknown,Unknown,Unknown,CLAP,Music,Unknown,PG-13 - Teens 13 or older,15141.0,9901,1288,21,25,26,13
Kai Byoui Ramune,6.86,"Comedy, Psychological, Supernatural, Shounen",TV,12,"Jan 10, 2021 to ?",Winter 2021,"Kodansha, King Records",Unknown,Platinum Vision,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4193.0,2995,29800,121,18209,7,1745
Project Scard: Praeter no Kizu,5.51,"Action, Super Power",TV,13,"Jan 9, 2021 to ?",Winter 2021,"Frontier Works, Glovision",Funimation,GoHands,Other,23 min. per ep.,Unknown,9663.0,3878,17736,74,6251,1,2209
This Is Not Blue,5.87,"Dementia, Music",Movie,1,"Jul 29, 2020",Unknown,Unknown,Unknown,Unknown,Original,2 min.,PG-13 - Teens 13 or older,8631.0,11943,542,3,13,428,14
Sore dake ga Neck,5.64,Mystery,TV,12,"Oct 13, 2020 to Jan 5, 2021",Fall 2020,Unknown,Unknown,Toho Interactive Animation,Original,3 min. per ep.,Unknown,9311.0,6638,4698,4,732,1979,551
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,6.51,"Demons, Drama, Shoujo, Slice of Life, Supernatural",Movie,2,"Jan 16, 2021",Unknown,Unknown,Unknown,Shuka,Manga,Unknown,PG-13 - Teens 13 or older,11060.0,4169,14841,41,337,118,18
Horimiya,8.6,"Slice of Life, Comedy, Romance, School, Shounen",TV,13,"Jan 10, 2021 to ?",Winter 2021,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Kanetsu Investment, My Theater D.D., Global Solutions, Mirai-Kojo",Funimation,CloverWorks,Manga,23 min. per ep.,PG-13 - Teens 13 or older,71.0,366,363936,9065,245814,189,2018
SK∞,7.96,"Comedy, Sports",TV,12,"Jan 10, 2021 to ?",Winter 2021,"Aniplex, Movic, ABC Animation",Aniplex of America,Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,588.0,991,150742,2528,96190,26,2192
Uma Musume: Pretty Derby (TV) Season 2,7.21,"Slice of Life, Comedy, Sports",TV,13,"Jan 5, 2021 to ?",Winter 2021,Unknown,Unknown,Studio Kai,Game,23 min. per ep.,PG-13 - Teens 13 or older,2715.0,4075,15872,46,7951,1,389
Yatogame-chan Kansatsu Nikki Sansatsume,6.28,"Slice of Life, Comedy, School, Shounen",TV,Unknown,"Jan 10, 2021 to ?",Winter 2021,Unknown,Unknown,"Creators in Pack, LEVELS",4-koma manga,3 min.,PG-13 - Teens 13 or older,7004.0,5602,7229,20,3539,1,146
Idolls!,4.78,Music,TV,Unknown,"Jan 8, 2021 to ?",Winter 2021,"81 Produce, RAY, Stray Cats, BS Asahi",Unknown,Shin-Ei Animation,Original,8 min.,Unknown,10783.0,8083,2699,5,1304,0,544
Wonder Egg Priority,8.32,"Psychological, Drama, Fantasy",TV,12,"Jan 13, 2021 to ?",Winter 2021,"Aniplex, D.N. Dream Partners",Funimation,CloverWorks,Original,23 min. per ep.,R - 17+ (violence & profanity),212.0,664,222725,3056,128221,36,2139
Gebäude Bäude,6.33,"Sci-Fi, Comedy",TV,10,"Nov 8, 2020 to Dec 10, 2020",Fall 2020,Unknown,Unknown,Jinnis Animation Studios,Original,3 min. per ep.,G - All Ages,6733.0,12297,469,1,44,196,16
Kaoru no Taisetsu na Mono,6.51,Comedy,TV,Unknown,"Nov 18, 2020 to ?",Fall 2020,CHANCE iN,Unknown,Kachidoki Studio,Original,1 min.,Unknown,14891.0,14897,201,0,30,1,53
Semi wa Magic Cube,6.51,"Action, Comedy, Fantasy",TV,26,"Aug 1, 2018 to Feb 7, 2019",Summer 2018,Unknown,Unknown,Durufix,Original,15 min. per ep.,PG-13 - Teens 13 or older,11886.0,13481,310,3,25,17,16
Semi wa Magic Cube 2nd Season,6.51,"Action, Fantasy",TV,26,"Mar 30, 2020 to May 26, 2020",Spring 2020,Unknown,Unknown,Unknown,Original,13 min. per ep.,PG-13 - Teens 13 or older,11869.0,13542,305,2,29,20,23
Abciee Shuugyou Nikki,5.32,Comedy,TV,Unknown,"Jan 7, 2021 to ?",Winter 2021,Unknown,Unknown,Fanworks,Other,2 min.,Unknown,10102.0,9713,1413,2,832,2,269
Jimihen!!: Jimiko wo Kaechau Jun Isei Kouyuu!!,6.12,"Romance, Ecchi",TV,8,"Jan 4, 2021 to Feb 22, 2021",Winter 2021,"Studio Mausu, Suiseisha",Unknown,Studio Hokiboshi,Manga,3 min. per ep.,R+ - Mild Nudity,7726.0,3876,17613,194,5996,0,659
Tokyo Gambo,6.51,Slice of Life,TV,Unknown,"Nov 21, 2020 to ?",Fall 2020,Unknown,Unknown,Jumonji,Original,Unknown,Unknown,12560.0,8967,1918,3,192,1,49
Yami Shibai 8,6.09,"Dementia, Horror, Supernatural",TV,Unknown,"Jan 11, 2021 to ?",Winter 2021,TV Tokyo,Unknown,ILCA,Original,4 min.,PG-13 - Teens 13 or older,7853.0,6210,5556,14,2511,3,119
Pui Pui Molcar,8.33,Kids,TV,Unknown,"Jan 5, 2021 to ?",Winter 2021,Unknown,Unknown,Shin-Ei Animation,Other,2 min.,G - All Ages,206.0,7521,3418,73,2624,0,108
Okashi na Sabaku no Suna to Manu,6.51,Comedy,TV,50,"Feb 14, 2021 to ?",Winter 2021,CHANCE iN,Unknown,Kachidoki Studio,Manga,Unknown,Unknown,11327.0,13620,291,6,12,1,8
Kindan Joshi,6.51,"Comedy, Romance",TV,5,"Dec 29, 2020 to Jan 3, 2021",Winter 2021,"Bandai, Chukyo TV Broadcasting, FIREBUG",Unknown,Unknown,Original,5 min. per ep.,PG-13 - Teens 13 or older,15012.0,13917,264,1,34,47,35
D4DJ Petit Mix,6.51,"Music, Comedy",TV,Unknown,"Feb 5, 2021 to ?",Winter 2021,Unknown,Unknown,"W-Toon Studio, DMM.futureworks",Original,3 min.,PG-13 - Teens 13 or older,5857.0,9458,1575,8,908,1,22
Wave!!: Surfing Yappe!! (TV),6.05,"Slice of Life, Sports",TV,12,"Jan 12, 2021 to ?",Winter 2021,Delfi Sound,Unknown,Asahi Production,Other,23 min. per ep.,PG-13 - Teens 13 or older,8024.0,3678,19952,148,9848,8,1409
