Name,Score,Genres,English name,Type,Month Aired,Year Aired,Duracion_min,Episodes,Premiered,Studios,Source,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,Dropped
Hunter x Hunter: Greed Island,8.21,"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",Hunter x Hunter: Greed Island,OVA,Feb,2003,22,8,Winter,Nippon Animation,Manga,PG,299.0,1244,116633,318,2256,98042,802
Hunter x Hunter: Greed Island Final,8.29,"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",Hunter x Hunter: Greed Island Final,OVA,Mar,2004,24,14,Spring,Nippon Animation,Manga,PG,230.0,1288,111292,268,2091,92109,750
Jinki:Extend,6.14,"['Mecha', 'Sci-Fi']",Jinki:Extend,TV,Jan,2005,23,12,Winter,feel.,Manga,R,7618.0,4923,9900,10,420,4784,699
Kamikaze Kaitou Jeanne,7.45,"['Adventure', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance', 'Shoujo']",Kamikaze Kaitou Jeanne,TV,Feb,1999,24,44,Winter,Toei Animation,Manga,PG,1746.0,2363,46140,499,1518,32304,1977
Kannazuki no Miko,6.87,"['Supernatural', 'Drama', 'Magic', 'Romance', 'Mecha', 'Shounen', 'Shoujo Ai']",Destiny of the Shrine Maiden,TV,Oct,2004,24,12,Fall,TNK,Manga,PG,4169.0,2000,60077,767,2269,33411,2994
Kanon,7.11,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",Kanon,TV,Jan,2002,24,13,Winter,Toei Animation,Visual novel,G,3174.0,2105,55784,248,1418,32662,2522
Kareshi Kanojo no Jijou,7.61,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",His and Her Circumstances,TV,Oct,1998,24,26,Fall,"Gainax, J.C.Staff",Manga,PG,1254.0,875,170539,2188,11136,75368,7994
Kono Minikuku mo Utsukushii Sekai,6.76,"['Sci-Fi', 'Comedy', 'Drama', 'Magic', 'Romance', 'Ecchi']",This Ugly Yet Beautiful World,TV,Apr,2004,24,12,Spring,"Gainax, Shaft",Original,R,4625.0,2145,54222,178,1995,33816,2381
Kimi ga Nozomu Eien,7.24,"['Drama', 'Romance', 'Slice of Life']",Rumbling Hearts,TV,Oct,2003,23,14,Fall,Studio Fantasia,Visual novel,R,2604.0,1187,123752,1072,3792,75846,4458
Kita e.: Diamond Dust Drops,6.62,"['Drama', 'Romance', 'Slice of Life']",Diamond Daydreams,TV,Jan,2004,24,12,Winter,Studio Deen,Visual novel,PG,5305.0,5411,7823,9,345,2781,418
Loveless,6.86,"['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Fantasy', 'Josei', 'Shounen Ai']",Loveless,TV,Apr,2005,24,12,Spring,J.C.Staff,Manga,PG,4203.0,1215,121063,1632,4134,81173,8783
Blood+,7.66,"['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']",Blood+,TV,Oct,2005,24,50,Fall,Production I.G,Original,R,1116.0,431,317767,4623,17892,163002,20329
Re: Cutey Honey,7.12,"['Action', 'Sci-Fi', 'Comedy', 'Ecchi', 'Shoujo Ai']",Re: Cutey Honey,OVA,Jul,2004,46,3,Summer,"Gainax, Toei Animation",Manga,R,3130.0,3430,22697,133,914,10939,534
Solty Rei,7.28,"['Action', 'Sci-Fi', 'Super Power']",Solty Rei,TV,Oct,2005,23,24,Fall,Gonzo,Original,R,2447.0,3233,25666,124,1098,13419,1473
Juuni Kokuki,8.06,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",The Twelve Kingdoms,TV,Apr,2002,25,45,Spring,Studio Pierrot,Novel,PG,464.0,1266,113627,2261,6948,41705,4897
Shaman King,7.78,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",Shaman King,TV,Jul,2001,23,64,Summer,Xebec,Manga,PG,853.0,477,294021,3672,11999,208822,13069
X/1999,6.59,"['Action', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Sci-Fi', 'Supernatural']",X - The Movie,Movie,Aug,1996,97,1,Summer,Madhouse,Manga,R,5420.0,2904,31227,128,454,22871,351
X,7.43,"['Action', 'Super Power', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",X,TV,Oct,2001,24,24,Fall,Madhouse,Manga,R,1804.0,1818,69684,796,2710,39454,3006
Mahou Sensei Negima!,6.98,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Super Power', 'Supernatural']",Negima!,TV,Jan,2005,23,26,Winter,Xebec,Manga,PG,3708.0,1208,121120,601,5607,74264,7468
Maria-sama ga Miteru,7.34,"['Slice of Life', 'Drama', 'Romance', 'Shoujo', 'Shoujo Ai']",Maria Watches Over Us,TV,Jan,2004,24,13,Winter,Studio Deen,Light novel,PG,2178.0,2170,53511,663,2234,22274,2716
Boukyaku no Senritsu,6.34,"['Adventure', 'Fantasy', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']",The Melody of Oblivion,TV,Apr,2004,23,24,Spring,"Gainax, J.C.Staff",Manga,PG,6657.0,3975,16632,43,785,6788,1212
"Ima, Soko ni Iru Boku",7.66,"['Adventure', 'Drama', 'Fantasy', 'Military', 'Sci-Fi']","Now and Then, Here and There",TV,Oct,1999,25,13,Fall,AIC,Original,R,1140.0,1309,108100,1018,4451,39741,2434
Peace Maker Kurogane,7.33,"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']",Peace Maker Kurogane,TV,Oct,2003,24,24,Fall,Gonzo,Manga,R,2186.0,2251,50151,307,2172,26653,2148
Pita Ten,6.94,"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']",Pita-Ten,TV,Apr,2002,24,26,Spring,Madhouse,Manga,G,3863.0,3626,20422,104,743,11980,1557
Power Stone,6.48,"['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Shounen']",Power Stone,TV,Apr,1999,20,26,Spring,Studio Pierrot,Game,PG,6015.0,5874,6378,20,196,4024,447
Mononoke Hime,8.72,"['Action', 'Adventure', 'Fantasy']",Princess Mononoke,Movie,Jul,1997,135,1,Summer,Studio Ghibli,Original,PG,40.0,91,876813,17114,11422,735624,1386
RahXephon,7.42,"['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi']",RahXephon,TV,Jan,2002,23,26,Winter,Bones,Original,PG,1820.0,1395,100343,949,4101,46207,4203
Samurai 7,7.48,"['Historical', 'Mecha', 'Samurai', 'Sci-Fi']",Samurai 7,TV,Jun,2004,26,26,Summer,Gonzo,Other,PG,1646.0,1295,110124,744,4453,67372,4474
Scrapped Princess,7.41,"['Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Shounen']",Scrapped Princess,TV,Apr,2003,23,24,Spring,Bones,Light novel,PG,1861.0,1637,81917,433,3417,42524,3269
s.CRY.ed,7.38,"['Action', 'Sci-Fi', 'Adventure', 'Super Power', 'Drama']",s-CRY-ed,TV,Jul,2001,24,26,Summer,Sunrise,Original,PG,1969.0,1787,72311,673,2428,44099,2840
Shingetsutan Tsukihime,6.91,"['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']",Lunar Legend Tsukihime,TV,Oct,2003,24,12,Fall,J.C.Staff,Visual novel,R,3970.0,1086,135721,654,5080,77659,4104
Slam Dunk,8.53,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",Slam Dunk,TV,Oct,1993,23,101,Fall,Toei Animation,Manga,PG,92.0,728,201203,5471,15530,108713,7862
Strange Dawn,6.35,"['Adventure', 'Drama', 'Fantasy']",Strange Dawn,TV,Jul,2000,23,13,Summer,Hal Film Maker,Original,PG,6634.0,7014,4112,7,180,1487,205
Tactics,7.23,"['Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Shounen']",Tactics,TV,Oct,2004,24,25,Fall,Studio Deen,Manga,PG,2668.0,2670,36569,184,2144,15626,2272
Tenjou Tenge,6.93,"['Action', 'Ecchi', 'Martial Arts', 'Comedy', 'Super Power', 'School', 'Shounen']",Tenjho Tenge,TV,Apr,2004,23,24,Spring,Madhouse,Manga,R,3911.0,934,158482,647,7266,100783,8559
Tokyo Underground,6.63,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Shounen', 'Super Power']",Tokyo Underground,TV,Apr,2002,25,26,Spring,Studio Pierrot,Manga,PG,5230.0,3254,25243,41,1335,13386,1740
Triangle Heart: Sweet Songs Forever,6.19,"['Adventure', 'Romance']",Triangle Heart: Sweet Songs Forever,OVA,Jul,2003,28,4,Summer,Seven Arcs,Visual novel,PG,7381.0,5991,6030,6,192,3163,193
Tsubasa Chronicle,7.55,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Romance', 'Supernatural', 'Shounen']",Tsubasa RESERVoir CHRoNiCLE,TV,Apr,2005,25,26,Spring,Bee Train,Manga,PG,1437.0,759,195978,2284,9373,106909,11986
Ultra Maniac,7.18,"['Comedy', 'Magic', 'Romance', 'School', 'Shoujo']",Ultramaniac - Magical Girl,TV,May,2003,24,26,Spring,Production Reed,Manga,G,2871.0,3103,27718,141,1221,15384,1595
Ultra Maniac OVA,6.69,"['Comedy', 'Magic', 'Romance', 'School']",Ultra Maniac OVA,OVA,Aug,2002,21,1,Summer,Production Reed,Unknown,G,4978.0,6509,4941,4,76,3304,70
Vandread,7.21,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",Vandread,TV,Oct,2000,22,13,Fall,Gonzo,Original,PG,2723.0,1771,73554,436,2047,53218,2410
Vandread: The Second Stage,7.42,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",Vandread: The Second Stage,TV,Oct,2001,22,13,Fall,Gonzo,Original,PG,1850.0,2326,47649,117,807,40117,601
Tenkuu no Escaflowne,7.7,"['Adventure', 'Psychological', 'Romance', 'Fantasy', 'Mecha']",The Vision of Escaflowne,TV,Apr,1996,24,26,Spring,Sunrise,Original,PG,1037.0,1157,127239,2086,4987,70674,4211
Whistle!,7.39,"['School', 'Shounen', 'Sports']",Whistle!,TV,May,2002,24,39,Spring,Studio Comet,Manga,G,1939.0,4545,12063,73,542,7300,603
Xenosaga The Animation,6.37,"['Action', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",Xenosaga The Animation,TV,Jan,2005,23,12,Winter,Toei Animation,Game,PG,6577.0,3838,17824,46,637,9556,1200
Initial D First Stage,8.29,"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']",Initial D First Stage,TV,Apr,1998,25,26,Spring,"Gallop, Studio Comet",Manga,PG,231.0,638,229315,6949,14291,148516,4915
Initial D Second Stage,8.12,"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']",Initial D Second Stage,TV,Oct,1999,23,13,Fall,Pastel,Manga,PG,391.0,1095,134642,691,3055,114742,751
Initial D Third Stage,7.89,"['Action', 'Cars', 'Sports', 'Drama', 'Romance', 'Seinen']",Initial D Third Stage,Movie,Jan,2001,105,1,Winter,Studio Deen,Manga,PG,689.0,1270,113842,469,1340,98309,348
Love Hina,7.14,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Slice of Life']",Love Hina,TV,Apr,2000,23,24,Spring,Xebec,Manga,PG,3037.0,645,225891,1584,7492,154064,11599
Love Hina Again,7.25,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Shounen']",Love Hina Again,OVA,Jan,2002,30,3,Winter,Xebec,Manga,PG,2581.0,1715,76962,95,771,66654,456
Love Hina Christmas Special: Silent Eve,7.34,"['Slice of Life', 'Comedy', 'Romance']",Love Hina Christmas Movie,Special,Dec,2000,46,1,Winter,Xebec,Manga,PG,2174.0,2177,53291,49,353,47981,168
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"['Adventure', 'Comedy', 'Romance']",Love Hina Spring Movie,Special,Apr,2001,46,1,Spring,Xebec,Unknown,PG,2731.0,2307,48221,23,369,42726,182
Maburaho,6.8,"['Comedy', 'Drama', 'Ecchi', 'Harem', 'Magic', 'Romance', 'School']",Maburaho,TV,Oct,2003,24,24,Fall,J.C.Staff,Light novel,R,4444.0,1583,85634,259,3675,58233,4208
Macross Zero,7.55,"['Adventure', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']",Macross Zero,OVA,Dec,2002,30,5,Winter,Satelight,Original,R,1438.0,2809,33232,125,896,22070,438
Onegai☆Teacher,7.17,"['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'School']",Please Teacher!,TV,Jan,2002,23,12,Winter,Daume,Original,PG,2877.0,1008,147889,926,3832,109656,4175
Onegai☆Twins,6.88,"['Comedy', 'Drama', 'Harem', 'School', 'Sci-Fi']",Please Twins,TV,Jul,2003,25,12,Summer,Daume,Original,PG,4123.0,1699,77733,192,1717,60488,2083
Rizelmine,6.55,"['Sci-Fi', 'Comedy', 'Romance', 'Ecchi', 'School']",Rizelmine,TV,Apr,2002,15,24,Spring,"Madhouse, Imagin",Manga,R,5608.0,3495,21968,51,959,12205,1638
Speed Grapher,7.35,"['Action', 'Mystery', 'Super Power']",Speed Grapher,TV,Apr,2005,23,24,Spring,Gonzo,Original,R,2105.0,1458,95801,602,4968,41984,4861
Sen to Chihiro no Kamikakushi,8.83,"['Adventure', 'Supernatural', 'Drama']",Spirited Away,Movie,Jul,2001,125,1,Summer,Studio Ghibli,Original,PG,23.0,41,1245727,25610,14444,1124666,1437
Tenshi na Konamaiki,7.48,"['Comedy', 'Magic', 'Romance', 'Shounen']",Cheeky Angel,TV,Apr,2002,24,50,Spring,TMS Entertainment,Manga,PG,1653.0,3426,22832,133,1595,9671,1553
Video Girl Ai,7.21,"['Comedy', 'Drama', 'Ecchi', 'Romance']",Video Girl Ai,OVA,Mar,1992,29,6,Spring,Production I.G,Manga,R,2725.0,3409,23075,107,627,13879,472
Wolf's Rain,7.82,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",Wolf's Rain,TV,Jan,2003,23,26,Winter,Bones,Original,PG,803.0,528,271685,5716,12930,135944,11858
Yumeria,6.11,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Super Power']",Yumeria,TV,Jan,2004,24,12,Winter,Studio Deen,Visual novel,PG,7783.0,3283,24902,35,1108,15177,1630
Samurai Champloo,8.5,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",Samurai Champloo,TV,May,2004,24,26,Spring,Manglobe,Original,R,105.0,86,892196,29414,59611,551621,19921
Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"['Action', 'Adventure', 'Drama', 'Magic', 'Romance', 'Fantasy']",Record of Lodoss War:Chronicles of the Heroic Knight,TV,Apr,1998,24,27,Spring,AIC,Novel,PG,2951.0,3255,25344,117,1161,11810,1143
Lodoss-tou Senki,7.4,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",Record of Lodoss War,OVA,Jun,1990,25,13,Summer,Madhouse,Novel,R,1904.0,2236,51172,487,2674,24276,1566
R.O.D: Read or Die,7.67,"['Action', 'Sci-Fi', 'Adventure', 'Mystery', 'Historical', 'Magic']",R.O.D - Read or Die,OVA,May,2001,33,3,Spring,Studio Deen,Light novel,PG,1105.0,2075,56984,317,1121,39760,597
R.O.D: The TV,7.55,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Super Power', 'Drama']",R.O.D -The TV-,TV,Sep,2003,25,26,Fall,J.C.Staff,Light novel,PG,1410.0,1971,61604,423,2391,32941,2575
Ranma ½,7.76,"['Slice of Life', 'Comedy', 'Martial Arts', 'Fantasy', 'Shounen']",Ranma ½,TV,Apr,1989,24,161,Spring,Studio Deen,Manga,R,891.0,767,194975,3665,18777,97406,17404
Project A-Ko,6.86,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Super Power']",Project A-Ko,Movie,Jun,1986,84,1,Summer,APPP,Original,PG,4200.0,4227,14403,104,303,8473,142
Pia Carrot e Youkoso!! 2 DX,6.31,"['Comedy', 'Romance']",Pia Carrot e Youkoso!! 2 DX,OVA,Dec,1999,28,6,Winter,Unknown,Visual novel,PG,6799.0,8682,2109,3,93,1224,72
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.94,"['Comedy', 'Romance']",Welcome to Pia Carrot! Sayaka's Love Story,Movie,Oct,2002,48,1,Fall,Bones,Visual novel,PG,8395.0,8347,2450,3,70,1498,65
Kidou Senkan Nadesico,7.52,"['Action', 'Comedy', 'Mecha', 'Military', 'Parody', 'Romance', 'Sci-Fi', 'Shounen', 'Space']",Martian Successor Nadesico,TV,Oct,1996,23,26,Fall,Xebec,Original,PG,1521.0,2424,43756,420,2293,20469,1736
Kidou Senkan Nadesico: The Prince of Darkness,6.77,"['Action', 'Comedy', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space']",Martian Successor Nadesico:The Prince of Darkness,Movie,Aug,1998,79,1,Summer,Xebec,Original,R,4595.0,4347,13414,33,243,9758,115
Mezzo DSA,6.68,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",Mezzo DSA,TV,Jan,2004,25,13,Winter,Arms,Original,R,5005.0,3924,17246,33,712,9251,957
Dragon Ball,8.0,"['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",Dragon Ball,TV,Feb,1986,24,153,Winter,Toei Animation,Manga,PG,535.0,120,735546,13454,37544,600337,23902
Dragon Ball GT,6.48,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Super Power', 'Magic', 'Fantasy', 'Shounen']",Dragon Ball GT,TV,Feb,1996,23,64,Winter,Toei Animation,Manga,PG,5974.0,262,472177,1878,9834,408494,21120
Elfen Lied,7.56,"['Action', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Seinen']",Elfen Lied,TV,Jul,2004,25,13,Summer,Arms,Manga,R,1382.0,49,1187921,23830,36600,885356,40191
FLCL,8.03,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']",FLCL,OVA,Apr,2000,25,6,Spring,"Gainax, Production I.G",Original,PG,505.0,171,610114,23432,21496,409775,13319
Jigoku Shoujo,7.65,"['Mystery', 'Horror', 'Psychological', 'Supernatural']",Hell Girl,TV,Oct,2005,25,26,Fall,Studio Deen,Original,R,1158.0,490,286869,3283,18697,128781,17659
Ninin ga Shinobuden,6.92,"['Comedy', 'Parody', 'Martial Arts']",Ninja Nonsense,TV,Jul,2004,24,12,Summer,ufotable,Manga,R,3939.0,2957,30291,142,1164,17164,1967
Air Master,7.02,"['Action', 'Comedy', 'Martial Arts', 'Seinen']",Air Master,TV,Apr,2003,24,27,Spring,Toei Animation,Manga,R,3550.0,2829,32762,155,1618,17231,3016
Asagiri no Miko,6.18,"['Action', 'Comedy', 'Supernatural', 'Fantasy', 'Seinen']",Shrine of the Morning Mist,TV,Jul,2002,12,26,Summer,"Chaos Project, GANSIS",Manga,PG,7429.0,5793,6599,6,308,2727,493
Cardcaptor Sakura,8.16,"['Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",Cardcaptor Sakura,TV,Apr,1998,25,70,Spring,Madhouse,Manga,PG,346.0,405,338021,12901,23012,214053,14348
Daa! Daa! Daa!,7.65,"['Comedy', 'Sci-Fi', 'Shoujo']",Daa! Daa! Daa!,TV,Mar,2000,25,78,Spring,J.C.Staff,Manga,G,1152.0,3651,20155,262,1368,10846,1509
Dan Doh!!,6.69,"['Adventure', 'Sports', 'Shounen']",Dan Doh!!,TV,Apr,2004,24,26,Spring,Tokyo Kids,Manga,G,4958.0,7451,3514,5,163,1873,288
Detective Conan,8.16,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",Case Closed,TV,Jan,1996,25,Unknown,Winter,TMS Entertainment,Manga,PG,349.0,580,252940,11827,116021,9,36141
E's Otherwise,6.64,"['Adventure', 'Comedy', 'Drama', 'Military', 'Sci-Fi', 'Shounen', 'Supernatural']",E's Otherwise,TV,Apr,2003,23,26,Spring,Studio Pierrot,Manga,PG,5178.0,4193,14745,29,651,8175,1049
Koukyoushihen Eureka Seven,8.09,"['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",Eureka Seven,TV,Apr,2005,24,50,Spring,Bones,Original,PG,426.0,351,379048,9241,19890,190807,17462
Rekka no Honoo,7.36,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power']",Flame of Recca,TV,Jul,1997,23,42,Summer,Studio Pierrot,Manga,PG,2072.0,2139,54580,273,2631,29742,2913
Gankutsuou,8.17,"['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Thriller']",Gankutsuou:The Count of Monte Cristo,TV,Oct,2004,24,24,Fall,Gonzo,Novel,R,342.0,767,193810,3521,9615,68806,6263
Genshiken,7.66,"['Slice of Life', 'Comedy', 'Parody']",Genshiken,TV,Oct,2004,25,12,Fall,Palm Studio,Manga,PG,1136.0,976,150618,1330,5448,78639,4546
Girls Bravo: First Season,6.45,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Fantasy', 'School', 'Shounen']",Girls Bravo,TV,Jul,2004,23,11,Summer,AIC Spirits,Manga,R,6170.0,1194,123337,329,4987,82265,7118
Gokusen,7.42,"['Slice of Life', 'Comedy', 'Drama', 'School', 'Josei']",The Gokusen,TV,Jan,2004,23,13,Winter,Madhouse,Manga,R,1822.0,2742,34951,210,1147,22258,1006
Gravitation,7.02,"['Comedy', 'Music', 'Romance', 'Shoujo', 'Shounen Ai']",Gravitation,TV,Oct,2000,22,13,Fall,Studio Deen,Manga,PG,3562.0,1391,100585,1322,2643,74479,5043
Agatha Christie no Meitantei Poirot to Marple,6.88,"['Historical', 'Mystery']",Agatha Christie's Great Detectives Poirot and Marple,TV,Jul,2004,25,39,Summer,OLM,Novel,G,4105.0,5915,6279,20,398,1983,607
Great Teacher Onizuka,8.7,"['Slice of Life', 'Comedy', 'Drama', 'School', 'Shounen']",Great Teacher Onizuka,TV,Jun,1999,25,43,Summer,Studio Pierrot,Manga,R,44.0,184,589324,20870,44940,334925,18032
Groove Adventure Rave,7.27,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen']",Rave Master,TV,Oct,2001,24,51,Fall,Studio Deen,Manga,PG,2474.0,1600,84354,381,5072,40997,6987
Harukanaru Toki no Naka de: Hachiyou Shou,7.05,"['Fantasy', 'Magic', 'Supernatural', 'Demons', 'Historical', 'Shoujo']",Haruka:Beyond the Stream of Time – A Tale of the Eight Guardians,TV,Oct,2004,24,26,Fall,Yumeta Company,Visual novel,PG,3462.0,3581,20801,123,1424,8301,1248
Ichigo 100%,6.68,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen']",Strawberry 100%,TV,Apr,2005,23,12,Spring,Madhouse,Manga,PG,4993.0,1440,96555,262,3160,63592,4370
InuYasha,7.85,"['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Magic', 'Romance', 'Fantasy', 'Shounen']",InuYasha,TV,Oct,2000,24,167,Fall,Sunrise,Manga,PG,740.0,187,588434,17186,58693,317986,47273
Konjiki no Gash Bell!!,7.55,"['Adventure', 'Comedy', 'Demons', 'Supernatural', 'Magic', 'Shounen']",Zatch Bell!,TV,Apr,2003,23,150,Spring,Toei Animation,Manga,PG,1434.0,1417,97615,1143,7577,49331,11073
Kyou kara Maou!,7.7,"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Shoujo']",King From Now On!,TV,Apr,2004,25,78,Spring,Studio Deen,Light novel,PG,1032.0,1513,91225,1475,8890,37433,8528
Madlax,7.07,"['Military', 'Mystery', 'Psychological', 'Supernatural', 'Drama', 'Magic', 'Shounen']",Madlax,TV,Apr,2004,24,26,Spring,Bee Train,Original,PG,3366.0,2720,35303,149,1625,14233,1998
Jungle wa Itsumo Hare nochi Guu,7.84,"['Slice of Life', 'Comedy', 'School']",Haré+Guu,TV,Apr,2001,23,26,Spring,Shin-Ei Animation,Manga,PG,757.0,2987,29653,397,1349,14766,1893
Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"['Comedy', 'Slice of Life']",Haré+Guu Deluxe,OVA,Aug,2002,26,6,Summer,Shin-Ei Animation,Manga,PG,780.0,4696,11181,25,208,8508,187
Jungle wa Itsumo Hare nochi Guu Final,7.65,"['Slice of Life', 'Comedy']",Jungle wa Itsumo Hare nochi Guu Final,OVA,Dec,2003,26,7,Winter,Shin-Ei Animation,Manga,PG,1162.0,5078,9171,14,156,6910,131
Hoshi no Koe,7.22,"['Sci-Fi', 'Space', 'Drama', 'Romance', 'Mecha']",Voices of a Distant Star,OVA,Feb,2002,25,1,Winter,CoMix Wave Films,Original,PG,2682.0,1122,130748,551,2158,86683,635
Ikkitousen,6.45,"['Ecchi', 'Super Power', 'Martial Arts', 'School']",Ikki Tousen,TV,Jul,2003,24,13,Summer,J.C.Staff,Manga,R,6153.0,1118,131435,439,5981,78151,8534
Hitsuji no Uta,6.23,"['Horror', 'Drama', 'Vampire']",Hitsuji no Uta,OVA,May,2003,30,4,Spring,Madhouse,Manga,R,7217.0,4165,14923,38,445,7283,505
Happy☆Lesson,6.64,"['Comedy', 'Harem', 'Romance', 'School']",Happy☆Lesson,OVA,Jul,2001,30,5,Summer,Studio Hibari,Unknown,PG,5198.0,4844,10264,18,375,6071,346
Happy☆Lesson (TV),6.67,"['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']",Happy☆Lesson (TV),TV,Apr,2002,23,13,Spring,Studio Hibari,Manga,PG,5048.0,3355,23699,30,1018,14637,1172
Happy☆Lesson: Advance,6.84,"['Comedy', 'Harem', 'Romance', 'Slice of Life']",Happy☆Lesson: Advance,TV,Jul,2003,24,13,Summer,Studio Hibari,Manga,PG,4278.0,4410,13015,8,439,8507,330
Happy☆Lesson: The Final,6.83,"['Comedy', 'Harem', 'Romance', 'School']",Happy☆Lesson: The Final,OVA,May,2004,30,3,Spring,Studio Hibari,Manga,PG,4327.0,5270,8369,5,195,5757,117
Hajime no Ippo,8.75,"['Comedy', 'Sports', 'Drama', 'Shounen']",Fighting Spirit,TV,Oct,2000,23,75,Fall,Madhouse,Manga,PG,32.0,345,383603,15543,30922,221671,9660
Hajime no Ippo: Champion Road,8.29,"['Comedy', 'Shounen', 'Sports']",Fighting Spirit:Champion Road,Special,Apr,2003,90,1,Spring,Madhouse,Manga,PG,228.0,1418,97346,220,1565,82189,379
Hajime no Ippo: Mashiba vs. Kimura,8.23,"['Comedy', 'Sports', 'Shounen']",Hajime no Ippo: Mashiba vs. Kimura,OVA,Sep,2003,61,1,Fall,Madhouse,Manga,PG,278.0,1702,78073,155,1004,66274,300
Gunparade March: Arata Naru Kougunka,6.8,"['Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Shounen', 'Slice of Life']",Gunparade March:A New Song for the March,TV,Feb,2003,23,12,Winter,J.C.Staff,Game,PG,4435.0,4264,14072,26,624,7330,556
Gungrave,7.87,"['Action', 'Drama', 'Sci-Fi', 'Seinen', 'Super Power']",Gungrave,TV,Oct,2003,25,26,Fall,Madhouse,Game,R,714.0,963,154185,2294,6307,72321,5466
Golden Boy,8.03,"['Adventure', 'Comedy', 'Ecchi']",Golden Boy,OVA,Oct,1995,29,6,Fall,APPP,Manga,R,507.0,579,251683,3784,8418,176125,3914
